supplier_id,su_name,sto,vol,ifr,delivery_rel,avg_direct_gain,avg_o2d_actual,avg_mi_actual_to_cust,pct
237104,Devion Furniture,APS,5744,0.6619080779944291,0.8579387186629527,0.9565261860489555,8.325591539379841,93.29376740947073,0.03172551683761109
238512,CP HomeDecor CA 91761(2),APS,1885,0.786737400530504,0.8535809018567639,0.9553664002958147,7.180371352785146,98.01395225464194,0.010411316023484836
316872,"Heze Starfire Trading Co., Ltd CA 91761(5)",APS,1722,0.8054587688734031,0.9343786295005807,0.9592095255995184,8.40650406504065,89.60592334494773,0.009511027157793575
39837,Kingston CA,Plumbing,1643,0.931223371880706,0.9160073037127207,0.9566670823293937,7.879488740109556,94.39111381618989,0.009074690836384926
292636,Green Living Group INC CA 91762,Soft Home,1155,0.9376623376623376,0.8632034632034632,0.9549299959388201,6.434632034632035,92.861645021645,0.0063793474838859335
272805,Karat Home Inc (14 Karat) CA 92880,APS Upholstery,1047,0.778414517669532,0.87774594078319,0.9615383044670243,8.232091690544413,86.85721107927412,0.005782837069808288
236498,Oberon Dist,Lighting,997,0.8335005015045135,0.9037111334002006,0.9627378212526171,8.176143816063576,80.12377131394182,0.005506674841068637
28971,NFusion CA 91761 Warehouse CA11,Outdoor Furniture,950,0.7736842105263158,0.8031578947368421,0.9617148565112158,7.0336842105263155,87.918,0.005247082346053366
297318,Eazeemats CA 91752 (4),APS Upholstery,946,0.9735729386892178,0.8446088794926004,0.9562786667206362,6.560253699788584,93.96405919661734,0.005224989367754194
39283,Design Imports WA 98390,Tabletop,910,0.9494505494505494,0.9065934065934066,0.9607458694002826,7.58021978021978,102.53065934065934,0.005026152563061645
17066,  CA2,Outdoor Furniture,896,0.6551339285714286,0.8716517857142857,0.9257544421713924,5.535714285714286,170.52533482142857,0.004948827139014542
293214,CIAO JING INC CA 92879 ,Upholstery,882,0.808390022675737,0.8435374149659864,0.9605967180615829,6.874149659863946,87.62687074829931,0.004871501714967441
20530,Million Dollar Baby CA 90660,Youth Furniture & Decor,855,0.9450292397660819,0.8304093567251462,0.9576787136096425,6.457309941520468,91.65134502923976,0.004722374111448029
8833,Lifetime Brands Inc.92376,Tabletop,822,0.7566909975669099,0.7554744525547445,0.9591198964837535,6.643552311435523,86.5757907542579,0.00454010704047986
25980,California Umbrella CA,Outdoor Furniture,807,0.9950433705080545,0.8810408921933085,0.9653901059500805,11.617719950433704,82.24820322180915,0.004457258371857964
275205,Town Country Linen Corporation CA 92376,Tabletop,771,0.9844357976653697,0.8910505836575876,0.9534763274236583,6.953307392996109,100.48313878080415,0.004258421567165415
288245,Xiamen MDM CA 91761,APS,725,0.8579310344827586,0.8620689655172413,0.9563848495547036,7.74896551724138,96.03213793103447,0.004004352316724937
119437,Aosom LLC CA 92374,APS Outdoor,724,0.9958563535911602,0.8770718232044199,0.9586203204763243,5.598066298342541,84.83204419889502,0.003998829072150144
79383,ColourTree CA,Upholstery,694,0.44668587896253603,0.9005763688760807,0.9575025449957314,7.971181556195965,92.40201729106629,0.0038331317349063533
117518,Winsome House CA 92881,Decor,656,0.8429878048780488,0.7865853658536586,0.9611983026957999,6.379573170731708,86.57896341463415,0.003623248441064219
126078,Ideal Ventures - GGI International CA,Storage & Org - Frequency,656,0.9862804878048781,0.8277439024390244,0.9585547393797865,6.234756097560975,87.41158536585367,0.003623248441064219
280028, CHINO,APS Outdoor,654,0.9342507645259939,0.8409785932721713,0.956377138635772,6.351681957186544,87.15626911314985,0.003612201951914633
28664,Saro CA,Tabletop,636,0.9669811320754716,0.8742138364779874,0.9591688128101585,6.366352201257862,96.41053459119497,0.0035127835495683585
105765,Andes Furniture CA 92870,Upholstery,626,1.0,0.939297124600639,0.9551487358557954,7.127795527156549,94.14600638977635,0.003457551103820428
296291,AMCA,APS Housewares & More,613,0.7601957585644372,0.7177814029363785,0.9334305398777063,7.729200652528548,142.50114192495923,0.003385748924348119
79733,MKAY GROUP CORP,Outdoor Structures,598,0.9849498327759197,0.9431438127090301,0.9532809432081581,7.934782608695652,103.90234113712376,0.0033029002557262237
182959,Brightech Inc. CA,Lighting,598,0.9297658862876255,0.9280936454849499,0.9618639158507933,5.872909698996655,84.64682274247492,0.0033029002557262237
348867,JAFFE MURPHY HOUSE INC CA 91746 (2),APS Housewares & More,584,0.9811643835616438,0.9537671232876712,0.9549734797156607,6.784246575342466,99.56849315068493,0.0032255748316791216
54805,Enova Corporation CA 91732,Decor,581,0.9397590361445783,0.8881239242685026,0.9591137439713109,6.910499139414802,93.13046471600688,0.0032090050979547424
30002,Amrapur Overseas Inc. CA,Soft Home,581,0.9294320137693631,0.8192771084337349,0.9576465209561086,6.383820998278829,91.92444061962135,0.0032090050979547424
338215,"Bedshe International Co.,LTD CA 91761",APS,578,0.8910034602076125,0.828719723183391,0.9540037892898475,7.491349480968858,101.46487889273357,0.0031924353642303633
267302,Karat Home Inc (14 Karat) CA 90249,APS Upholstery,555,0.9855855855855856,0.8774774774774775,0.9631964176503264,7.190990990990991,85.2055855855856,0.003065400739010124
123170,Puredown CA 91761,APS Mattresses,554,0.8592057761732852,0.8122743682310469,0.9574699077550064,6.563176895306859,95.58303249097474,0.003059877494435331
8176,Rod Desyne,Soft Home,552,0.9764492753623188,0.8731884057971014,0.9528810021199879,7.365942028985507,99.6748188405797,0.003048831005285745
318241,"AD ASTRA(Xiamen) E-Commerce Co.,LTD CA 92337",APS Youth,547,0.9981718464351006,0.8628884826325411,0.9567222821226447,5.9689213893967095,91.12778793418646,0.00302121478241178
58244,P and P Imports LLC CA92614,Recreation,547,0.9908592321755028,0.8793418647166362,0.9552567394204452,5.985374771480805,96.49085923217551,0.00302121478241178
158009,Modway Inc. CA 92345,Outdoor Furniture,539,0.6883116883116883,0.6808905380333952,0.9446171794681982,6.547309833024118,103.51298701298701,0.002977028825813436
44532,GlideRite Hardware CA,Hardware,536,0.9776119402985075,0.7985074626865671,0.955624259574003,6.33955223880597,93.25373134328359,0.002960459092089057
151576,Gibson CA,Tabletop,536,0.9906716417910447,0.878731343283582,0.9594796276955356,6.082089552238806,89.71716417910447,0.002960459092089057
47458,vida XL CA 92374,Outdoor Furniture,532,0.9924812030075187,0.8778195488721805,0.95918370740712,6.620300751879699,89.65883458646617,0.0029383661137898846
408080,"Hangzhou Chuandiai Cultural Media Co., Ltd. CA 92337",APS Rugs,525,0.9523809523809523,0.9085714285714286,0.9574009003987645,7.607619047619048,90.792,0.0028997034017663337
101813,"Zhejiang Xingyang Furniture Co.,Ltd. CA 92880",APS,483,1.0,0.9627329192546584,0.9549066561307706,6.774327122153209,96.19958592132504,0.002667727129625027
288246,"Xiamen Yakesi e-commerce.CO., LTD CA 91761 ",APS,480,0.8729166666666667,0.8854166666666666,0.9524260580417205,7.659375,103.70333333333332,0.0026511573959006477
21190,Globe Electric Company CA 92410,Lighting,474,0.8966244725738397,0.8037974683544303,0.9634851317946761,6.5210970464135025,81.21624472573839,0.00261801792845189
125473,Tregards LLC CA 91730,APS,468,0.7799145299145299,0.8183760683760684,0.95902932969806,8.23076923076923,88.92863247863248,0.0025848784610031316
322082,"Hangzhou Mengfeisi Home Furnishings Co., CA 92571 ",APS Outdoor,463,0.9892008639308856,0.9740820734341252,0.9607694622632106,6.716342692584593,88.24125269978401,0.002557262238129167
287737,Safavieh CA 95363,Rugs,441,0.9319727891156463,0.8752834467120182,0.9595356040967489,6.931972789115647,100.41179138321993,0.0024357508574837203
134818,Glass Warehouse CA 92056,Plumbing,440,0.9659090909090909,0.9636363636363636,0.9514275051125307,6.218181818181818,108.82704545454544,0.0024302276129089273
27593,NFusion CA El Monte,Outdoor Furniture,434,0.9262672811059908,0.8986175115207373,0.9640922787804006,6.617511520737327,84.84654377880184,0.002397088145460169
63689,Surya CA 93725,Rugs,426,0.9976525821596244,0.863849765258216,0.9612413407720996,7.096244131455399,89.20469483568074,0.002352902188861825
272846,Pony Bros-2,APS Youth,423,0.42789598108747046,0.8085106382978723,0.9574385952247796,8.423167848699764,96.55862884160754,0.002336332455137446
233314,Andes Fontana CA 92335,Upholstery,423,0.9645390070921985,0.9361702127659575,0.9479833742523044,6.411347517730497,103.62222222222219,0.002336332455137446
313259,AM-CA,APS,422,0.6729857819905213,0.7559241706161137,0.9572227596842572,7.623222748815166,88.78981042654028,0.002330809210562653
82470,Ledel Lighting INC CA92841,Lighting,415,0.7349397590361446,0.8674698795180723,0.9574749599346525,6.946987951807229,95.15084337349398,0.0022921464985391016
433182,NUU GARDEN CORPORATION CA 91730,APS Outdoor,413,0.6343825665859564,0.8571428571428571,0.9591140921122253,8.658595641646489,89.20290556900729,0.002281100009389516
460941,   USCOI03,APS Bedroom,411,0.9732360097323601,0.8856447688564477,0.9514920409809622,6.532846715328467,100.27639902676401,0.00227005352023993
38484,BNF Home CA 91761,APS Soft Home,407,0.24324324324324326,0.8304668304668305,0.9608889093163505,7.152334152334152,85.74914004914007,0.0022479605419407577
320854,Curtis International CA,Appliances,402,0.037313432835820885,0.8631840796019901,0.9641130611184486,10.022388059701493,79.8084577114428,0.0022203443190667925
62941,Meyer CA,Kitchen & Small Electrics,398,0.6507537688442211,0.7487437185929648,0.9549989455908098,8.160804020100503,106.70452261306535,0.0021982513407676207
116262,EFPerfect CA 91766,APS Home Improvement,398,0.9874371859296482,0.8391959798994975,0.955864958243346,6.273869346733668,96.13065326633166,0.0021982513407676207
112675,Sign Leader Incorporation CA 91766,APS Youth,397,0.8438287153652393,0.8841309823677582,0.9483880406066724,7.198992443324937,119.95869017632243,0.0021927280961928277
54257,XSL INC CA 92880 Wayfair,APS Upholstery,395,0.8329113924050633,0.7924050632911392,0.9570322697720668,6.924050632911392,92.80253164556962,0.0021816816070432416
82484,Elrene Home Fashions CA 91748,Soft Home,392,0.9260204081632653,0.8137755102040817,0.9607544186197458,6.596938775510204,87.6813775510204,0.0021651118733188625
60227,Unique Loom CA 93725,Rugs,392,0.7831632653061225,0.6352040816326531,0.9475431416559318,6.872448979591836,111.58801020408163,0.0021651118733188625
23665,"Cozy Line Home Fashions, Inc.",Soft Home,391,0.8695652173913043,0.8056265984654731,0.9530163408823469,6.232736572890025,99.25447570332481,0.0021595886287440694
60106,Winado CA 91762,APS Outdoor,390,0.7589743589743589,0.7794871794871795,0.9577444544573547,6.482051282051282,88.37153846153846,0.0021540653841692764
